,Country,Score,Pos.,short_name,long_name,nationality,movement_acceleration,movement_agility,movement_balance,power_jumping,pace,movement_reactions,movement_sprint_speed,power_stamina,power_strength
651,Saudi Arabia,1,26,R. Sharahili,Riyadh Sharahili,Saudi Arabia,40,51,37,62,42.0,55,44,66,80
652,Saudi Arabia,1,26,A. Al Fahmi,Ahmed Al Fahmi,Saudi Arabia,46,50,47,67,,54,44,26,54
653,Saudi Arabia,1,26,M. Al Rashdi,Murad Al Rashidi,Saudi Arabia,64,64,53,68,63.0,56,62,73,65
654,Saudi Arabia,1,26,I. Zaid,Ibrahim Zaied,Saudi Arabia,42,35,33,52,,63,48,35,79
655,Saudi Arabia,1,26,B. Al Baqi,Basem Atallah Al Baqi,Saudi Arabia,49,39,38,56,,60,43,32,63
656,Saudi Arabia,1,26,A. Al Fahad,Abdulelah Al Fahad,Saudi Arabia,67,72,77,72,66.0,54,66,75,67
657,Saudi Arabia,1,26,S. Al Dosari,Saeed Mohammed Al Dosari,Saudi Arabia,72,77,77,77,73.0,61,74,78,60
658,Saudi Arabia,1,26,M. Salem,Mohammed Abdullah Salem,Saudi Arabia,49,62,69,92,41.0,63,34,69,71
659,Saudi Arabia,1,26,N. Al Dhafeeri,Naif Essa Al Dhafeeri,Saudi Arabia,33,58,61,76,40.0,53,46,69,83
660,Saudi Arabia,1,26,B. Al Mutairi,Bandar Al Mutairi,Saudi Arabia,84,75,77,70,84.0,50,84,76,44
661,Saudi Arabia,1,26,S. Abdullah,Salek Ahamd Abdullah,Saudi Arabia,74,53,75,60,73.0,55,72,80,62
662,Saudi Arabia,1,26,A. Al Dawsari,Abdulrahman Al Dawsari,Saudi Arabia,60,61,83,44,63.0,56,65,58,62
663,Saudi Arabia,1,26,A. Al Najjar,Ammar Siraj Y Al Najjar,Saudi Arabia,79,66,81,51,80.0,46,80,56,26
664,Saudi Arabia,1,26,A. Al Aryani,Abdulaziz Al Aryani,Saudi Arabia,74,64,76,62,73.0,53,72,54,47
665,Saudi Arabia,1,26,A. Al Harbi,Ahmad Ali Al Harbi,Saudi Arabia,43,35,34,54,,55,43,33,73
666,Saudi Arabia,1,26,A. Al Bukhari,Abdulelah Al Bukhari,Saudi Arabia,75,60,51,71,76.0,49,76,61,62
667,Saudi Arabia,1,26,R. Al Hafizi,Rakan Saleh Al Hafizi,Saudi Arabia,87,76,82,49,84.0,54,82,59,44
668,Saudi Arabia,1,26,A. Al Turki,Ahmed Al Turki,Saudi Arabia,69,75,77,71,73.0,58,77,59,56
669,Saudi Arabia,1,26,N. Al Muwallad,Nader Salem Al Muwallad,Saudi Arabia,69,66,64,70,72.0,62,75,73,64
670,Saudi Arabia,1,26,M. Al Khodary,Maan Al Khodary,Saudi Arabia,52,63,63,66,58.0,53,63,57,56
671,Saudi Arabia,1,26,A. Al Saleh,Abdullah Al Saleh,Saudi Arabia,48,32,57,54,,59,48,35,60
672,Saudi Arabia,1,26,N. Al Mousa,Nouh Ibrahim Al Mousa,Saudi Arabia,52,74,63,73,62.0,62,71,84,71
673,Saudi Arabia,1,26,T. Al Shamali,Talal Al Shamali,Saudi Arabia,62,63,59,60,64.0,54,65,55,62
674,Saudi Arabia,1,26,S. Al Mutairi,Saho Mutlaq Al Mutairi,Saudi Arabia,75,65,74,60,77.0,50,78,63,61
675,Saudi Arabia,1,26,H. Algeed,Hassan Algeed,Saudi Arabia,82,78,94,47,81.0,59,80,42,31
676,Saudi Arabia,1,26,A. Al Shammary,Abdulmalek Al Shammary,Saudi Arabia,74,79,83,31,69.0,67,65,48,61
677,Saudi Arabia,1,26,S. Mandash,Sultan Ahmed Mandash,Saudi Arabia,76,81,69,54,77.0,57,77,56,49
678,Saudi Arabia,1,26,A. Al Megbas,Abdullah Ali Al Megbas,Saudi Arabia,79,71,68,50,77.0,53,75,70,47
679,Saudi Arabia,1,26,O. Al Sunain,Omar Abdulaziz Al Sunain,Saudi Arabia,90,71,86,69,90.0,49,90,66,57
680,Saudi Arabia,1,26,F. Bin Jamayah,Fahad Bin Jamayah,Saudi Arabia,76,63,63,50,75.0,49,75,49,32
681,Saudi Arabia,1,26,F. Al Habib,Fahad Al Habib,Saudi Arabia,18,34,49,63,,48,31,16,34
682,Saudi Arabia,1,26,A. Hazazi,Ali Abdullah Hazzazi,Saudi Arabia,58,59,69,66,56.0,54,55,66,58
683,Saudi Arabia,1,26,J. Al Dhafeeri,Jamal Mohammad Al Dhafeeri,Saudi Arabia,58,67,63,53,62.0,47,65,59,70
684,Saudi Arabia,1,26,S. Otayf,Saqer Otayf,Saudi Arabia,63,63,70,59,61.0,62,59,56,63
685,Saudi Arabia,1,26,O. Hawsawi,Omar Ibrahim Hawsawi,Saudi Arabia,61,41,67,69,62.0,48,63,59,83
686,Saudi Arabia,1,26,M. Majrashi,Mohammed Yahya Majrashi,Saudi Arabia,68,63,51,84,64.0,54,60,67,78
687,Saudi Arabia,1,26,Y. Al Sawasan,Yousef Khamis Al Sawasan,Saudi Arabia,68,92,93,74,66.0,51,65,71,48
688,Saudi Arabia,1,26,J. Al Shammari,Jadaan Al Shammari,Saudi Arabia,64,48,67,66,61.0,46,58,72,69
689,Saudi Arabia,1,26,S. Al Shammari,Sami Kassar Al Shammari,Saudi Arabia,77,65,82,59,76.0,52,75,65,43
690,Saudi Arabia,1,26,O. Al Khalaf,Osama Yousef Al Khalaf,Saudi Arabia,64,73,77,59,66.0,55,67,58,60
691,Saudi Arabia,1,26,Y. Khormi,Yahya Khormi,Saudi Arabia,73,90,56,45,69.0,52,66,64,39
692,Saudi Arabia,1,26,A. Ba Masoud,Ahmed Ba Masoud,Saudi Arabia,78,62,53,53,77.0,55,76,59,48
693,Saudi Arabia,1,26,M. Najjar,Mansour Al-Najar,Saudi Arabia,57,63,84,61,61.0,53,64,58,57
694,Saudi Arabia,1,26,A. Al Joui,Abdullah Al Joui,Saudi Arabia,88,73,81,45,84.0,45,81,51,41
695,Saudi Arabia,1,26,N. Al Shenashini,Nawaf Al Shenashini,Saudi Arabia,75,58,64,35,73.0,43,72,34,60
696,Saudi Arabia,1,26,M. Al Baqawi,Mohammed Kareem Al Baqawi,Saudi Arabia,69,46,53,58,72.0,56,74,57,56
697,Saudi Arabia,1,26,K. Al Shuwayie,Khalid Bin Shuwayyi,Saudi Arabia,63,53,68,61,64.0,55,65,54,63
698,Saudi Arabia,1,26,I. Al Shehri,Ibrahim Al Shehri,Saudi Arabia,77,64,60,42,72.0,54,68,52,64
699,Saudi Arabia,1,26,M. Al Haidari,Marwan Al Haidari,Saudi Arabia,30,24,39,41,,51,32,25,59
700,Saudi Arabia,1,26,M. Al Shahrani,Mohammed Al Shahrani,Saudi Arabia,66,60,67,57,66.0,51,66,49,54
701,Saudi Arabia,1,26,L. Al Rashdi,Lotfi Al Rashdi,Saudi Arabia,34,56,63,69,45.0,52,54,71,72
702,Saudi Arabia,1,26,A. Al Shammari,Abdullah Haif Al Shammari,Saudi Arabia,57,62,51,65,61.0,57,64,65,70
703,Saudi Arabia,1,26,S. Al Ghamdi,Sultan Al Ghamdi,Saudi Arabia,47,33,52,51,,52,47,30,66
704,Saudi Arabia,1,26,T. Sufyani,Turki Mohammed Sufyani,Saudi Arabia,80,65,76,57,78.0,53,76,50,71
705,Saudi Arabia,1,26,K. Al Muwallad,Khaled Yaslam Al Muwallad,Saudi Arabia,83,72,78,70,78.0,53,74,80,40
706,Saudi Arabia,1,26,A. Al Suhail,Ahmed Al Suhail,Saudi Arabia,67,64,57,60,67.0,61,67,73,69
707,Saudi Arabia,1,26,M. Harzan,Mohammed Mohsen Harzan,Saudi Arabia,72,78,66,56,73.0,55,74,63,45
708,Saudi Arabia,1,26,A. Al Yahya,Abdullah Al Yahya,Saudi Arabia,80,84,74,64,78.0,50,76,52,60
709,Saudi Arabia,1,26,M. Al Mutlaq,Muteb Al Mutlaq,Saudi Arabia,67,68,75,43,71.0,49,74,58,58
710,Saudi Arabia,1,26,H. Al Watyan,Habib Al Watyan,Saudi Arabia,48,31,53,56,,50,48,30,76
711,Saudi Arabia,1,26,M. Al Huthaifi,Maan Al Huthaifi,Saudi Arabia,64,58,69,64,67.0,47,69,57,60
712,Saudi Arabia,1,26,T. Abdullah,Tareq Abdullah,Saudi Arabia,65,57,90,70,68.0,54,71,63,38
713,Saudi Arabia,1,26,W. Al Enazi,Waleed Al Enazi,Saudi Arabia,30,35,42,42,,47,44,25,54
714,Saudi Arabia,1,26,M. Al Olayan,Madallah Ali Alolayan,Saudi Arabia,65,65,74,62,66.0,57,66,70,62
715,Saudi Arabia,1,26,A. Al Salman,Abdullah Al Salman,Saudi Arabia,70,66,69,39,71.0,50,72,53,45
716,Saudi Arabia,1,26,M. Asiri,Mohammed Hassan Asiri,Saudi Arabia,36,43,44,48,,48,39,35,51
717,Saudi Arabia,1,26,A. Al Amoudi,Abdalhaleem Al Amoudi,Saudi Arabia,77,71,80,69,79.0,46,80,71,44
718,Saudi Arabia,1,26,T. Al Khudair,Turki Ahmed Al Khudair,Saudi Arabia,55,59,54,59,43.0,48,34,32,62
719,Saudi Arabia,1,26,A. Al Meshaweh,Ahmad Al Meshaweh,Saudi Arabia,40,38,54,53,,50,42,28,58
720,Saudi Arabia,1,26,A. Alkhaibari,Abdullah Alkhaibari,Saudi Arabia,69,59,73,63,68.0,50,67,57,58
721,Saudi Arabia,1,26,A. Dannah,Adel Dannah,Saudi Arabia,65,52,33,48,60.0,49,56,50,73
722,Saudi Arabia,1,26,A. Al Mutairi,Abdulmajeed Al Mutairi,Saudi Arabia,77,75,79,58,81.0,46,84,36,38
723,Saudi Arabia,1,26,H. Al Qahtani,Hussain Al Qahtani,Saudi Arabia,59,66,66,61,61.0,55,63,66,59
724,Saudi Arabia,1,26,R. Al Mousa,Rayan Al Mousa,Saudi Arabia,62,61,76,59,59.0,51,57,60,59
725,Saudi Arabia,1,26,A. Al Shehri,Ahmed Hassan Al Shehri,Saudi Arabia,69,76,74,46,71.0,54,72,70,34
726,Saudi Arabia,1,26,A. Al Sharid,Abdulaziz Al Sharid,Saudi Arabia,54,58,74,64,56.0,49,57,57,53
727,Saudi Arabia,1,26,A. Al Amri,Ali Mohammed Al Amri,Saudi Arabia,24,37,46,60,,46,17,24,35
728,Saudi Arabia,1,26,S. Hawsawi,Safwan Hawsawi,Saudi Arabia,45,47,67,61,48.0,50,50,52,74
729,Saudi Arabia,1,26,M. Al Sultan,Mubarak Al Sultan,Saudi Arabia,66,54,76,60,67.0,49,68,74,60
730,Saudi Arabia,1,26,M. Attiyah,Mohammed Attiyah,Saudi Arabia,72,75,77,56,68.0,55,64,60,67
731,Saudi Arabia,1,26,M. Asiri,Mousa Asiri,Saudi Arabia,58,42,69,77,60.0,47,62,58,70
732,Saudi Arabia,1,26,M. Kanabah,Majed Omar Kanabah,Saudi Arabia,66,60,54,43,63.0,46,61,59,56
733,Saudi Arabia,1,26,F. Bin Munyif,Fahad Ibrahim Bin Munyif,Saudi Arabia,73,70,67,65,71.0,53,69,66,74
734,Saudi Arabia,1,26,N. Al Mutairi,Naif Mansour Al Mutairi,Saudi Arabia,65,61,55,59,66.0,49,66,51,44
735,Saudi Arabia,1,26,A. Al Assiri,Ahmad Mohammed Al Assiri,Saudi Arabia,72,57,67,58,69.0,52,66,68,72
736,Saudi Arabia,1,26,B. Al Nakhli,Bader Badi Al Nakhli,Saudi Arabia,71,65,80,59,73.0,54,74,50,42
737,Saudi Arabia,1,26,M. Al Majhad,Mohammed Abdullah Al Majhad,Saudi Arabia,72,76,75,62,69.0,48,66,59,50
738,Saudi Arabia,1,26,F. Al Harbi,Faris Al Harbi,Saudi Arabia,70,62,70,56,73.0,51,76,56,63
739,Saudi Arabia,1,26,M. Al Mufarrij,Muteb Abdullah Al Mufarrij,Saudi Arabia,53,45,33,56,56.0,45,59,54,57
740,Saudi Arabia,1,26,A. Al Zahrani,Abdullah Al Zahrani,Saudi Arabia,15,36,36,42,,41,32,17,63
741,Saudi Arabia,1,26,H. Dhaifallah,Hassan Dhaifallah,Saudi Arabia,66,58,79,63,62.0,52,58,57,60
742,Saudi Arabia,1,26,M. Al Johani,Mazen Al Johani,Saudi Arabia,74,68,83,54,70.0,47,67,58,35
743,Saudi Arabia,1,26,J. Al Dossary,Jaman Abdullah Al Dossary,Saudi Arabia,61,61,51,72,58.0,56,55,61,89
744,Saudi Arabia,1,26,A. Al Najai,Ahmad Al Najai,Saudi Arabia,53,40,84,70,52.0,46,52,62,57
745,Saudi Arabia,1,26,S. Al Nabit,Sumayhan Al Nabit,Saudi Arabia,65,93,84,70,66.0,48,67,58,23
746,Saudi Arabia,1,26,A. Al Enazi,Abdullatif Al Enazi,Saudi Arabia,69,54,77,64,69.0,49,69,56,52
747,Saudi Arabia,1,26,M. Naji,Mohammed Naji,Saudi Arabia,69,50,80,56,67.0,52,66,59,46
748,Saudi Arabia,1,26,S. Al Saleh,Saad Mousa Al Saleh,Saudi Arabia,42,42,45,65,,51,38,35,47
749,Saudi Arabia,1,26,A. Awaji,Abdullah Yahya Awaji,Saudi Arabia,43,60,73,71,50.0,46,55,67,68
750,Saudi Arabia,1,26,O. Ashoor,Osama Ashoor,Saudi Arabia,65,64,79,58,69.0,53,73,58,73
751,Saudi Arabia,1,26,O. Al Saleem,Osama Saleem Al Saleem,Saudi Arabia,56,67,79,59,55.0,52,55,52,68
752,Saudi Arabia,1,26,M. Al Khaibari,Mohammed Al Khaibari,Saudi Arabia,66,78,81,55,70.0,53,73,41,38
753,Saudi Arabia,1,26,A. Al Obud,Abdulrahman Al Obud,Saudi Arabia,74,63,75,57,70.0,53,67,56,55
754,Saudi Arabia,1,26,H. Al Nakhli,Hussain Al Nakhli,Saudi Arabia,69,55,89,60,65.0,49,62,32,39
755,Saudi Arabia,1,26,A. Majrashi,Abdulaziz Majrashi,Saudi Arabia,62,59,64,66,58.0,47,54,64,59
756,Saudi Arabia,1,26,A. Al Shehry,Abdulaziz Al Shehry,Saudi Arabia,21,33,40,68,,45,27,26,42
757,Saudi Arabia,1,26,H. Al Jasim,Hussain Ali Al Jasim,Saudi Arabia,51,48,38,47,52.0,50,52,49,57
758,Saudi Arabia,1,26,K. Al Muqaytib,Khalid Al Muqaytib,Saudi Arabia,42,38,49,51,,49,42,35,80
759,Saudi Arabia,1,26,A. Al Shahrani,Abdulrahman Al Shahrani,Saudi Arabia,55,60,69,57,56.0,48,57,44,51
760,Saudi Arabia,1,26,M. Al Najrani,Mesfer Abdulah Al Najrani,Saudi Arabia,77,82,78,66,73.0,52,70,62,40
761,Saudi Arabia,1,26,N. Al Anazi,Nasser Al Mehaini,Saudi Arabia,31,32,47,61,,48,22,25,45
762,Saudi Arabia,1,26,A. Al Qasir,Abdulaziz Al Qasir,Saudi Arabia,76,61,56,56,73.0,52,70,57,60
763,Saudi Arabia,1,26,M. Al Maqadi,Mari Marzouq Al Maqadi,Saudi Arabia,36,51,54,72,45.0,45,52,60,72
764,Saudi Arabia,1,26,I. Al Subaie,Ibrahim Al Subaie,Saudi Arabia,63,46,66,68,57.0,42,52,52,75
765,Saudi Arabia,1,26,A. Al Eid,Ali Ahmed Al Eid,Saudi Arabia,55,64,39,56,54.0,47,53,50,58
766,Saudi Arabia,1,26,H. Hawsawi,Hamad Hawsawi,Saudi Arabia,37,34,46,60,,44,38,34,46
767,Saudi Arabia,1,26,M. Al Zubaidi,Mohammed Al Zubaidi,Saudi Arabia,73,53,85,70,75.0,45,77,58,46
768,Saudi Arabia,1,26,Y. Al Sayyah,Yazeed Al Sayyah,Saudi Arabia,47,39,46,57,,48,47,31,52
769,Saudi Arabia,1,26,A. Al Yousif,Abdullah Al Yousif,Saudi Arabia,56,51,32,46,55.0,48,55,54,59
770,Saudi Arabia,1,26,H. Al Khulaif,Hussain Al Khulaif,Saudi Arabia,37,43,84,43,38.0,49,39,56,64
771,Saudi Arabia,1,26,I. Al Shuayl,Ibrahim Fahad Al Shuayl,Saudi Arabia,65,69,75,69,64.0,49,64,47,50
772,Saudi Arabia,1,26,S. Al Khayri,Saad Al Khayri,Saudi Arabia,68,49,78,58,72.0,54,76,64,63
773,Saudi Arabia,1,26,A. Al Haidari,Abdul Rahman Al Haidari,Saudi Arabia,69,50,81,60,71.0,53,73,60,37
774,Saudi Arabia,1,26,A. Al Shammari,Abdullah Al Shammari,Saudi Arabia,66,54,78,53,64.0,51,62,60,40
775,Saudi Arabia,1,26,H. Abdulmajeed,Hossam Abdulmajeed,Saudi Arabia,17,36,45,61,,38,21,28,51
776,Saudi Arabia,1,26,M. Al Mutairi,Muteb Al Mutairi,Saudi Arabia,53,45,69,73,55.0,48,56,65,70
777,Saudi Arabia,1,26,K. Al Hamdhi,Khaled Al Hamdhi,Saudi Arabia,64,60,72,50,66.0,60,67,59,56
778,Saudi Arabia,1,26,A. Al Basisi,Abdo Al Basisi,Saudi Arabia,46,38,49,58,,50,49,37,79
779,Saudi Arabia,1,26,H. Sharahili,Hassan Sharahili,Saudi Arabia,69,60,73,65,68.0,54,68,57,50
780,Saudi Arabia,1,26,S. Al Ghannam,Sultan Abdullah Al Ghannam,Saudi Arabia,42,53,85,34,44.0,50,45,54,61
781,Saudi Arabia,1,26,K. Al Mozaibri,Khuailed Al Mozaibri,Saudi Arabia,18,23,43,64,,41,33,22,42
782,Saudi Arabia,1,26,H. Al Mansour,Hamad Al Mansour,Saudi Arabia,66,44,66,61,65.0,55,65,57,70
783,Saudi Arabia,1,26,H. Al Radhi,Hussain Al Radhi,Saudi Arabia,52,49,36,40,51.0,50,51,55,62
784,Saudi Arabia,1,26,Z. Al Haniti,Zeyad Al Hunayti,Saudi Arabia,60,43,66,69,59.0,46,58,57,66
785,Saudi Arabia,1,26,S. Al Amrani,Saleh Al Amrani,Saudi Arabia,54,60,71,81,58.0,46,62,62,60
786,Saudi Arabia,1,26,M. Al Saeed,Mohammed Al Saeed,Saudi Arabia,55,64,66,58,57.0,53,59,33,47
787,Saudi Arabia,1,26,A. Dawshi,Abdullah Dawshi,Saudi Arabia,47,65,58,52,41.0,49,36,45,69
788,Saudi Arabia,1,26,O. Al Suhaymi,Omar Salman Al Suhaymi,Saudi Arabia,59,52,51,48,47.0,51,37,50,58
789,Saudi Arabia,1,26,F. Al Johani,Fares Al Johani,Saudi Arabia,18,32,41,64,,44,33,21,50
790,Saudi Arabia,1,26,M. Al Baqawi,Moataz Al Baqawi,Saudi Arabia,31,37,42,64,,42,26,23,53
791,Egypt,1,31,M. Salah,Mohamed Salah Ghaly,Egypt,93,86,84,70,93.0,82,93,77,61
792,Egypt,1,31,M. Elneny,Mohamed Naser Elsayed Elneny,Egypt,58,67,62,70,60.0,75,61,92,73
793,Egypt,1,31,Kahraba,Mahmoud Abdul Monem Abdelhamid Soliman,Egypt,80,80,66,70,84.0,67,87,74,69
794,Egypt,1,31,A. Hassan,Ahmed Hassan Mahgoub,Egypt,59,59,45,54,59.0,70,59,72,87
795,Egypt,1,31,R. Sobhi,Ramadan Sobhi,Egypt,77,73,67,51,75.0,63,74,72,68
796,Egypt,1,31,A. Ghazal,Ali Ahmed Ali Mohamed Ghazal,Egypt,54,70,53,49,55.0,75,56,76,85
797,Egypt,1,31,A. El-Shenawy,Ahmed Naser Mahmoud Al Shenawy,Egypt,33,35,63,52,,59,35,20,73
798,Egypt,1,31,A. Hegazy,Ahmed Hegazy,Egypt,39,45,51,70,45.0,63,49,66,81
799,Egypt,1,31,A. Elmohamady,Ahmed Eissa El Mohamady Abdel Fattah,Egypt,77,72,63,81,77.0,73,77,87,72
800,Egypt,1,31,Trezeguet,Mahmoud Ahmed Ibrahim Hassan,Egypt,82,78,70,65,83.0,63,84,72,67
801,Egypt,1,31,A. Warda,Amr Medhat Warda,Egypt,80,65,77,39,79.0,61,78,61,42
802,Egypt,1,31,M. Abdul Shafy,Mohamed Abdul Shafy Sayed Abouezeid,Egypt,76,80,62,70,75.0,72,75,73,76
803,Egypt,1,31,S. Saad,Saad Ali Saadeldin Samir,Egypt,76,70,67,68,77.0,66,78,66,64
804,Egypt,1,31,Shikabala,Mahmoud Abdel Razek Fadlallah,Egypt,76,75,76,51,77.0,67,78,40,71
805,Egypt,1,31,E. El Hadary,Essam Kamal Tawfik El Hadary,Egypt,28,21,41,59,,67,39,34,73
806,Egypt,1,31,O. Gaber,Omar Gaber,Egypt,77,72,81,57,76.0,67,76,74,74
807,Egypt,1,31,S. Ekramy,Sherif Ekramy Ahmed,Egypt,60,42,55,68,,57,55,23,64
808,Egypt,1,31,A. Duiedar,Ahmed Mohamed Abdallah,Egypt,69,51,65,72,67.0,64,66,78,73
809,Egypt,1,31,K. Hafez,Karim Hafez Ramadan,Egypt,76,66,76,60,78.0,64,79,70,63
810,Egypt,1,31,R. Rabia,Rami Hisham Abdel Aziz Rabia,Egypt,48,61,64,76,51.0,63,53,58,83
811,Egypt,1,31,S. Morsy,Sam Morsy,Egypt,64,81,78,80,66.0,70,67,73,77
812,Egypt,1,31,A. El-Said,Abdalla Mahmoud El Said Bekhit,Egypt,76,79,71,53,73.0,70,71,64,54
813,Egypt,1,31,M. Fathi,Mostafa Fathi,Egypt,74,67,73,42,77.0,58,80,68,51
814,Egypt,1,31,A. Fathi,Ahmed Fathy Abdel Meneim Ibrahim,Egypt,77,73,68,57,75.0,63,74,70,69
815,Egypt,1,31,A. Gabr,Ali Gabr,Egypt,65,63,60,66,63.0,53,62,66,78
816,Egypt,1,31,T. Hamed,Tarek Hamed,Egypt,66,59,70,63,64.0,60,62,60,61
817,Egypt,1,31,I. Salah,Ibrahim Salah Abdel-Fattah,Egypt,72,65,70,70,73.0,68,74,76,74
818,Egypt,1,31,Zizo,Ahmed Sayed,Egypt,64,72,78,51,65.0,59,65,61,48
819,Egypt,1,31,A. El-Abd,Adam Mohamad El-Abd,Egypt,43,42,64,70,43.0,55,43,60,85
820,Egypt,1,31,M. Mohsen,Marwan Mohsen,Egypt,66,55,58,73,67.0,52,68,60,75
821,Egypt,1,31,A. Jakobsen,Alexander Jakobsen,Egypt,75,86,80,60,72.0,55,69,68,54
822,Spain,2,10,De Gea,David De Gea Quintana,Spain,57,60,43,67,,88,58,40,64
823,Spain,2,10,Sergio Ramos,Sergio Ramos García,Spain,75,79,60,93,76.0,85,77,84,81
824,Spain,2,10,Thiago,Thiago Alcântara do Nascimento,Spain,77,90,86,75,72.0,84,68,75,59
825,Spain,2,10,Iniesta,Andrés Iniesta Luján,Spain,72,79,84,52,71.0,88,71,58,58
826,Spain,2,10,Piqué,Gerard Piqué Bernabéu,Spain,55,58,42,74,65.0,84,73,66,83
827,Spain,2,10,David Silva,David Josué Jiménez Silva,Spain,72,92,89,66,68.0,84,65,78,56
828,Spain,2,10,Isco,Francisco Román Alarcón Suárez,Spain,74,83,85,64,71.0,79,69,71,59
829,Spain,2,10,Cesc Fàbregas,Francesc Fàbregas i Soler,Spain,65,65,77,68,63.0,81,62,80,64
830,Spain,2,10,Javi Martínez,Javier Martínez Aginaga,Spain,49,54,58,83,50.0,84,50,64,84
831,Spain,2,10,Diego Costa,Diego da Silva Costa,Spain,74,58,52,64,75.0,86,75,83,91
832,Spain,2,10,Sergio Busquets,Sergio Busquets i Burgos,Spain,48,58,55,66,40.0,82,34,88,77
833,Spain,2,10,Azpilicueta,César Azpilicueta Tanco,Spain,78,75,73,76,79.0,86,79,88,73
834,Spain,2,10,Jordi Alba,Jordi Alba Ramos,Spain,93,90,86,81,93.0,82,93,90,60
835,Spain,2,10,Marco Asensio,Marco Asensio Willemsen,Spain,79,78,76,57,78.0,78,77,73,61
836,Spain,2,10,Koke,Jorge Resurrección Merodio,Spain,72,77,78,61,70.0,84,69,81,75
837,Spain,2,10,Morata,Álvaro Borja Morata Martín,Spain,78,62,56,79,82.0,81,86,70,82
838,Spain,2,10,Carvajal,Daniel Carvajal Ramos,Spain,76,82,79,76,82.0,81,86,84,75
839,Spain,2,10,Sergio Asenjo,Sergio Asenjo Andrés,Spain,59,62,58,73,,79,54,43,73
840,Spain,2,10,Aduriz,Aritz Aduriz Zubeldia,Spain,69,53,57,94,70.0,85,70,64,83
841,Spain,2,10,Juan Mata,Juan Manuel Mata García,Spain,71,85,89,72,67.0,84,63,75,43
842,Spain,2,10,Bruno,Bruno Soriano Llido,Spain,42,53,59,66,41.0,84,41,76,77
843,Spain,2,10,Pedro,Pedro Eliezer Rodríguez Ledesma,Spain,84,84,82,67,82.0,84,80,78,56
844,Spain,2,10,Ander Herrera,Ander Herrera Agüera,Spain,76,84,82,63,73.0,85,70,87,70
845,Spain,2,10,Casillas,Iker Casillas Fernández,Spain,59,62,46,77,,77,57,43,70
846,Spain,2,10,José Reina,José Manuel Reina Páez,Spain,50,50,60,73,,82,63,34,72
847,Spain,2,10,Santi Cazorla,Santiago Cazorla González,Spain,68,79,91,70,65.0,82,63,68,59
848,Spain,2,10,Diego López,Diego López Rodríguez,Spain,34,48,47,68,,79,52,42,66
849,Spain,2,10,Juanfran,Juan Francisco Torres Belén,Spain,76,75,62,68,82.0,82,87,85,74
850,Spain,2,10,Borja Valero,Borja Valero Iglesias,Spain,73,80,82,67,70.0,84,67,74,66
851,Spain,2,10,José Callejón,José María Callejón Bueno,Spain,90,85,81,73,90.0,80,90,92,55
852,Spain,2,10,Iago Aspas,Iago Aspas Juncal,Spain,84,88,77,68,81.0,86,79,70,59
853,Spain,2,10,Vitolo,Víctor Machín Pérez,Spain,81,75,63,70,80.0,80,79,81,81
854,Spain,2,10,Saúl,Saúl Ñíguez Esclápez,Spain,72,76,68,79,73.0,82,73,80,76
855,Spain,2,10,Deulofeu,Gerard Deulofeu Lázaro,Spain,93,93,79,72,93.0,78,93,78,59
856,Spain,2,10,Suso,Jesús Joaquín Fernández Sáez de la Torre,Spain,84,86,86,50,82.0,78,80,77,50
857,Spain,2,10,Sergio Rico,Sergio Rico González,Spain,50,62,43,63,,80,53,31,67
858,Spain,2,10,Iñigo Martínez,Íñigo Martínez Berridi,Spain,70,67,64,89,71.0,75,72,72,78
859,Spain,2,10,Manu Trigueros,Manuel Trigueros Muñoz,Spain,73,78,71,83,73.0,81,73,79,63
860,Spain,2,10,Víctor Ruíz,Víctor Ruíz Torre,Spain,54,56,58,78,58.0,77,61,74,85
861,Spain,2,10,Lucas Vázquez,Lucas Vázquez Iglesias,Spain,83,82,78,67,81.0,85,79,90,57
862,Spain,2,10,David Villa,David Villa Sánchez,Spain,72,75,75,67,69.0,83,67,76,66
863,Spain,2,10,Raúl Albiol,Raúl Albiol Tortajada,Spain,57,53,56,77,57.0,80,57,62,82
864,Spain,2,10,Beñat,Beñat Etxebarria Urkiaga,Spain,65,71,74,59,58.0,80,52,79,70
865,Spain,2,10,Parejo,Daniel Parejo Muñoz,Spain,55,69,72,55,52.0,79,50,76,72
866,Spain,2,10,Iborra,Vicente Iborra de la Fuente,Spain,49,54,36,74,50.0,75,51,79,88
867,Spain,2,10,Jonathan Viera,Jonathan Viera Ramos,Spain,86,89,84,69,81.0,79,76,78,67
868,Spain,2,10,Roque Mesa,Roque Mesa Quevedo,Spain,76,77,89,77,77.0,79,78,92,69
869,Spain,2,10,Héctor Bellerín,Héctor Bellerín Moruno,Spain,96,84,77,65,95.0,78,94,87,62
870,Spain,2,10,Williams,Iñaki Williams Arthuer,Spain,92,78,43,84,93.0,78,94,77,84
871,Spain,2,10,Sergi Roberto,Sergio Roberto Carnicer,Spain,76,69,74,52,77.0,78,78,78,75
872,Spain,2,10,Camacho,Ignacio Camacho Barnola,Spain,64,71,63,85,61.0,84,59,84,78
873,Spain,2,10,Mario Gaspar,Mario Gaspar Pérez Martínez,Spain,78,69,60,73,81.0,77,83,88,79
874,Spain,2,10,Marcos Alonso,Marcos Alonso Mendoza,Spain,74,68,58,70,77.0,82,79,90,79
